accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude,cluster
2024-06-18,7:45:00 AM,вівторок,місто,Львів,Сихівський,вулиця,Угорська,2,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.813284,24.037249,2
2024-07-10,7:33:00 PM,середа,місто,Львів,Франківський,вулиця,Городоцька,,вул. Городоцька - вул. Кульпарківська,зіткнення бокове,"порушення правил маневрування, перевищення встановленої швидкості, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,,,,,,,,,,49.834107,23.990793,0
2024-07-05,6:15:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,,,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.816915,24.009097,0
2024-06-08,9:30:00 AM,субота,місто,Львів,Франківський,вулиця,Володимира Великого,50,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.811459,23.990214,0
2024-06-07,11:45:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Тролейбусна,,вул. Тролейбусна - вул. Наукова,зіткнення бокове,порушення правил маневрування,4,легко травмований,легко травмований,легко травмований,легко травмований,,,,,,,,49.803109,24.00635,0
2024-06-29,1:26:00 PM,субота,місто,Львів,Сихівський,вулиця,Стрийська,103,,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.788013,24.020873,2
2024-06-29,7:56:00 PM,субота,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.846254,24.025388,4
2024-06-15,2:44:00 PM,субота,місто,Львів,Франківський,вулиця,Володимира Великого,61,,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.810829,23.995707,0
2024-06-13,1:14:00 PM,четвер,місто,Львів,Залізничний,вулиця,Городоцька,,,зіткнення лобове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.829,23.9598,0
2024-06-15,11:23:00 PM,субота,місто,Львів,Сихівський,вулиця,Луганська,9,,зіткнення з задньою частиною тз,керування транспортним засобом у нетверезому стані,2,без ушкоджень,легко травмований,,,,,,,,,,49.808593,24.03881,2
2024-06-10,9:30:00 AM,понеділок,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",6,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.831952,24.017331,4
2024-06-24,8:37:00 AM,понеділок,місто,Львів,Франківський,вулиця,Наукова,2,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.803902,24.007959,0
2024-07-04,1:20:00 PM,четвер,місто,Львів,Сихівський,вулиця,Зелена,273,,падіння пасажира,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.801014,24.066609,2
2024-06-07,11:52:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Садова,,вул. Садова - вул. Кульпарківська,перекидання тз,порушення швидкості руху,1,легко травмований,,,,,,,,,,,49.821386,23.988562,0
2024-06-24,12:30:00 PM,понеділок,місто,Львів,Галицький,вулиця,Городоцька,33,,зіткнення з задньою частиною тз,недодержання дистанції,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,49.843068,24.02129,4
2024-06-20,3:50:00 PM,четвер,місто,Львів,Галицький,вулиця,Городоцька,,вул. Городоцька - вул. Лепкого Б.,наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку,"порушення правил маневрування, невиконання вимог сигналів регулювання",2,без ушкоджень,легко травмований,,,,,,,,,,49.842817,24.020357,4
2024-06-18,6:58:00 AM,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,3,,"наїзд на транспортний засіб, що стоїть - по ходу руху",керування транспортним засобом у нетверезому стані,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.855441,24.016993,4
2024-06-07,5:37:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Чернігівська,79,,зіткнення лобове,перевищення безпечної швидкості,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,,49.839218,24.045011,4
2024-06-17,1:37:00 PM,понеділок,місто,Львів,Франківський,вулиця,Наукова,,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.802216,24.014547,2
2024-07-04,7:55:00 PM,четвер,місто,Львів,Галицький,площа,"Міцкевича А., пл.",6/7,,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.839446,24.02924,4
2024-06-09,8:43:00 PM,неділя,місто,Львів,Франківський,вулиця,Стрийська,74,,зіткнення з задньою частиною тз,керування транспортним засобом у нетверезому стані,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.820525,24.020351,0
2024-07-06,8:01:00 AM,субота,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,1,,зіткнення бокове,порушення правил проїзду перехресть,3,легко травмований,легко травмований,легко травмований,,,,,,,,,49.794047,24.064795,2
2024-06-19,10:05:00 AM,середа,місто,Львів,Галицький,вулиця,Зелена,105,,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил проїзду нерегульованих перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.824643,24.049823,2
2024-06-25,11:42:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Опришківська,,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.85063149814156,24.043564212511896,4
2024-07-04,4:10:00 PM,четвер,місто,Львів,Личаківський,вулиця,Шімзерів,,вул. Шімзерів - вул. Мечникова І.,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.834592,24.052565,4
2024-07-10,1:01:00 PM,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",80,,зіткнення з задньою частиною тз,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,,,,,,,,,49.787738,24.058825,2
2024-06-27,11:01:00 AM,четвер,місто,Львів,Франківський,вулиця,Стрийська,244,,наїзд на інші види перешкод,порушення правил маневрування,8,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,,,,49.79359,24.016017,2
2024-06-09,3:11:00 PM,неділя,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,,вул. Хмельницького Б. - вул. Липинського В.,зіткнення з задньою частиною тз,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.864823,24.052591,4
2024-07-09,12:10:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,58,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.865245,24.048316,4
2024-07-09,5:50:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,221,,наїзд на пішохода - на нерегульованому пішохідному переході,"неочікуваний вихід на проїжджу частину, перехід у невстановленому місці",2,без ушкоджень,тяжко травмований,,,,,,,,,,49.862115,24.050773,4
2024-06-15,10:20:00 PM,субота,місто,Львів,Шевченківський,вулиця,Миколайчука І.,1,,перекидання тз,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.86846,24.04345,4
2024-06-27,8:36:00 PM,четвер,місто,Львів,Галицький,вулиця,Зелена,44,,наїзд на пішохода - на нерегульованому пішохідному переході,інші порушення правил руху,2,без ушкоджень,легко травмований,,,,,,,,,,49.821255,24.055413,2
2024-06-30,7:50:00 PM,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",,просп. Червоної Калини - вул. Хоткевича Г.,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,2,легко травмований,легко травмований,,,,,,,,,,49.796339,24.053176,2
2024-07-09,2:05:00 AM,вівторок,місто,Львів,Галицький,вулиця,Сербська,,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід пішоходів у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.84062309018667,24.033413797171946,4
2024-07-05,12:31:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Клепарівська,28а,,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.851507,24.015016,4
2024-06-28,9:35:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,117,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.838325,24.056062,4
2024-06-23,8:56:00 AM,неділя,місто,Львів,Галицький,вулиця,Валова,11,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил під час початку руху,2,без ушкоджень,легко травмований,,,,,,,,,,49.839826,24.032743,4
2024-01-02,3:01:00 PM,вівторок,місто,Львів,Сихівський,вулиця,Угорська,7,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.812166,24.040478,2
2024-01-09,3:01:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Єрошенка В.,,вул. Єрошенка В. - вул. Батуринська,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.851534,24.019177,4
2024-01-04,9:08:00 AM,четвер,місто,Львів,Личаківський,вулиця,Личаківська,167,,зіткнення з задньою частиною тз,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.836951,24.062199,1
2024-01-01,5:40:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Кульпарківська,230,,зіткнення лобове,порушення правил маневрування,6,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,,,,,,49.80293615554017,23.98058956158115,0
2024-01-03,6:25:00 PM,середа,місто,Львів,Шевченківський,вулиця,Варшавська,49,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.858861,24.010459,4
2024-01-09,10:11:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,313,,"наїзд на транспортний засіб, що стоїть - по ходу руху","перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані",1,легко травмований,,,,,,,,,,,49.866762,23.947836,3
2024-01-02,8:54:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,11,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.858215,24.022894,4
2024-01-03,3:50:00 PM,середа,місто,Львів,Сихівський,проспект,"Святого Івана Павла ІІ, просп.",4б,,наїзд на пішохода - на нерегульованому пішохідному переході,керування транспортним засобом у нетверезому стані,2,без ушкоджень,легко травмований,,,,,,,,,,49.799827,24.026504,2
2024-01-03,7:10:00 PM,середа,місто,Львів,Личаківський,вулиця,Хмельницького Б.,,,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.876816,24.063415,4
2024-01-03,6:56:00 PM,середа,місто,Львів,Залізничний,вулиця,Кульпарківська,93,,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.822975,23.989109,0
2024-01-05,3:05:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,106,,зіткнення з задньою частиною тз,"перевищення безпечної швидкості, порушення правил маневрування",4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,49.806287,24.018871,2
2024-03-20,12:34:00 AM,середа,місто,Львів,Галицький,вулиця,Листопадового Чину,,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.840197,24.020094,4
2024-02-27,2:50:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,98,,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.837958,24.057457,4
2024-02-29,11:44:00 AM,четвер,місто,Львів,Шевченківський,вулиця,Єрошенка В.,20,,наїзд на дерево,"перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,легко травмований,,,,,,,,,,49.85036,24.002257,0
2024-02-21,2:15:00 PM,середа,місто,Львів,Личаківський,вулиця,Пасічна,51,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.827862,24.071335,1
2024-02-21,6:27:00 PM,середа,місто,Львів,Франківський,вулиця,Пулюя І.,36а,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.802327,23.987988,0
2024-02-24,11:01:00 AM,субота,селище,Брюховичі,Шевченківський,вулиця,Володимира Івасюка,15,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.90129,23.934424,3
2024-03-07,2:30:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,364,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення швидкості руху,2,без ушкоджень,легко травмований,,,,,,,,,,49.869774,23.952373,3
2024-03-26,8:30:00 AM,вівторок,місто,Львів,Шевченківський,вулиця,Промислова,27,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.85662,24.041905,4
2024-02-21,3:43:00 PM,середа,місто,Львів,Сихівський,вулиця,Зелена,407,,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.784039,24.078142,2
2024-03-05,4:30:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Сяйво,,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.8398704191448,23.977961141346388,0
2024-03-21,12:10:00 PM,четвер,місто,Львів,Галицький,вулиця,Городоцька,22,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.843075,24.021075,4
2024-03-20,4:30:00 PM,середа,місто,Львів,Сихівський,вулиця,Зубрівська,25а,,"наїзд на опори (ЛЕП, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо)","порушення правил маневрування, перевищення безпечної швидкості",1,легко травмований,,,,,,,,,,,49.795377,24.059871,2
2024-03-13,5:50:00 PM,середа,місто,Львів,Залізничний,вулиця,Виговського І.,53,,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.815959,23.974807,0
2024-03-06,9:49:00 AM,середа,місто,Львів,Франківський,вулиця,Рубчака І.,21в,,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.806048,24.01195,0
2024-03-11,3:05:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,2,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.855424,24.016966,4
2024-03-11,11:03:00 AM,понеділок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,,"""Емілі Резорт""",наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил маневрування, порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,,,,,,,,,,49.82054,24.112693,1
2024-03-21,2:53:00 PM,четвер,місто,Львів,Франківський,вулиця,Коновальця Є.,97,,наїзд на пішохода - пішохід переходив дорогу поза межами піш. переходу,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.826636,23.996855,0
2024-02-20,4:50:00 PM,вівторок,місто,Львів,Галицький,вулиця,Джерельна,,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.84950733590521,24.02031196470409,4
2024-02-02,9:15:00 PM,п'ятниця,місто,Львів,Галицький,проспект,"Чорновола В., просп.",4,,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.848212,24.025818,4
2024-03-18,4:30:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Грінченка Б.,5,,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,,,,,,,,,,49.871427,24.053444,4
2024-03-02,12:05:00 PM,субота,місто,Львів,Франківський,вулиця,Княгині Ольги,57,,наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил проїзду пішохідних переходів, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,,,,,,,,,49.812778,24.000551,0
2024-03-22,2:01:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Тролейбусна,2,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил під час руху заднім ходом,2,без ушкоджень,легко травмований,,,,,,,,,,49.808527,24.007165,0
2024-02-22,7:40:00 AM,четвер,місто,Львів,Галицький,вулиця,Зелена,115б,,зіткнення з задньою частиною тз,недодержання дистанції,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,49.821521,24.055139,2
2024-02-25,7:40:00 PM,неділя,місто,Львів,Галицький,вулиця,"Гнатюка В., акад.",,"вул. Гнатюка В., акад. - просп. Свободи",наїзд на пішохода - пішохід рухався у попутному напрямку,інші порушення правил руху,2,без ушкоджень,легко травмований,,,,,,,,,,49.841276,24.027325,4
2024-02-27,12:38:00 PM,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",,просп. Чорновола В. - вул. Липинського В.,зіткнення з задньою частиною тз,недодержання дистанції,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,,,,,,,49.856558,24.02195,4
2024-03-08,2:20:00 PM,п'ятниця,місто,Львів,Сихівський,вулиця,Сихівська,16а,,падіння пасажира,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.79544187591453,24.06440763825033,2
2024-03-09,8:37:00 PM,субота,місто,Львів,Залізничний,вулиця,Любінська,102,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.821830269484295,23.97209682723786,0
2024-02-21,2:31:00 PM,середа,місто,Львів,Сихівський,вулиця,Луганська,,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.808437,24.0457,2
2024-03-01,8:54:00 PM,п'ятниця,місто,Львів,Сихівський,вулиця,Мишуги О.,7,,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,,,,,,,,,,,49.8171303587941,24.03294344215497,2
2024-02-21,12:01:00 PM,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,154б,,"наїзд на транспортний засіб, що стоїть - по ходу руху","недодержання дистанції, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,,,,,,,,,49.854178,23.984748,0
2024-02-02,6:30:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Повстанська,,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.826813,23.999183,0
2024-03-01,1:18:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,60а,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.865037,24.051009,4
2024-03-12,12:30:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,,вул. Липинського В. - вул. Замарстинівська,зіткнення з задньою частиною тз,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,,49.860189,24.026821,4
2024-02-25,6:10:00 PM,неділя,місто,Львів,Залізничний,вулиця,Шевченка Т.,64,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.845585,24.007705,4
2024-03-26,6:14:00 PM,вівторок,місто,Львів,Галицький,вулиця,Зелена,115б,,наїзд на пішохода - пішохід переходив дорогу поза межами піш. переходу,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.821438,24.055198,2
2024-02-23,10:15:00 PM,п'ятниця,місто,Львів,Сихівський,вулиця,Драгана М.,1,,зіткнення з задньою частиною тз,порушення правил маневрування,5,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,,,,,,,49.784908,24.057972,2
2024-03-13,8:55:00 AM,середа,місто,Львів,Залізничний,вулиця,Сяйво,19,,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.840387,23.978101,0
2024-03-13,10:12:00 AM,середа,місто,Львів,Личаківський,вулиця,Личаківська,,вул. Личаківська - вул. Мечникова І.,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.838494,24.055016,4
2024-03-05,12:01:00 PM,вівторок,місто,Львів,Галицький,вулиця,Університетська,1,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.840633,24.021317,4
2024-02-24,2:43:00 PM,субота,місто,Львів,Франківський,вулиця,Мельника А.,16а,,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.830488,24.004295,0
2024-03-26,12:40:00 PM,вівторок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",,,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.8494,24.025162,4
2024-02-20,11:25:00 AM,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,,"вул. Личаківська - вул. Бобанича Т. ""Хаммера""",зіткнення лобове,порушення правил проїзду перехресть,5,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,49.839814,24.039152,4
2024-03-06,11:22:00 AM,середа,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",3,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.87004968482871,24.028714297567458,4
2024-03-27,5:02:00 PM,середа,селище,Рудне,Залізничний,вулиця,Шептицького А.,,вул. Шептицького А. - вул. Озерна,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,помер на місці дтп,,,,,,,,,,49.833485,23.882164,3
2024-03-07,5:35:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Турянського О.,15,,наїзд на пішохода - пішохід переходив дорогу поза межами піш. переходу,"перехід у невстановленому місці, неочікуваний вихід на проїжджу частину",3,без ушкоджень,помер у лікарні протягом 30 діб,легко травмований,,,,,,,,,49.848765,24.003131,0
2024-03-19,9:51:00 AM,вівторок,місто,Львів,Сихівський,вулиця,Зелена,,вул. Зелена - вул. Бузкова,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.813092,24.060459,2
2024-03-08,9:01:00 AM,п'ятниця,місто,Львів,Залізничний,вулиця,Сяйво,,,падіння пасажира,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.833097,23.977854,0
2024-03-25,9:01:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Варшавська,,вул. Варшавська - вул. Малоголосківська,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.864788,24.008105,4
2024-03-21,6:30:00 AM,четвер,місто,Львів,Шевченківський,вулиця,Винниця,60,,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.861769,23.99207,0
2024-02-27,9:25:00 AM,вівторок,місто,Львів,Шевченківський,вулиця,Орлика П.,6,,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.874449,24.033494,4
2024-03-12,6:30:00 PM,вівторок,місто,Львів,Франківський,вулиця,Симоненка В.,10,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.808375,23.986298,0
2024-03-13,3:20:00 PM,середа,місто,Львів,Сихівський,вулиця,Зелена,256а,,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.803175,24.064377,2
2024-03-25,10:49:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Зелена,147,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,"керування транспортним засобом у нетверезому стані, недодержання дистанції",2,без ушкоджень,легко травмований,,,,,,,,,,49.813547,24.062065,2
2024-03-22,5:55:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Широка,65а,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил під час руху заднім ходом,2,без ушкоджень,легко травмований,,,,,,,,,,49.841968,23.968686,0
2024-03-14,9:55:00 AM,четвер,місто,Львів,Галицький,проспект,"Чорновола В., просп.",4,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.848195,24.025796,4
2024-02-19,9:41:00 AM,понеділок,місто,Львів,Франківський,вулиця,Стрийська,,вул. Стрийська - вул. Чмоли І.,зіткнення бокове,"невиконання вимог сигналів регулювання, порушення правил маневрування",3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.814644,24.019804,2
2024-02-23,8:17:00 PM,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.798854,24.048353,2
2024-03-10,5:01:00 PM,неділя,місто,Львів,Галицький,вулиця,Підвальна,6,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.844033,24.034084,4
2024-03-23,10:45:00 PM,субота,місто,Львів,Франківський,вулиця,Окружна,44,,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.827408,23.982339,0
2024-03-26,11:52:00 AM,вівторок,місто,Львів,Залізничний,вулиця,Петлюри С.,,вул. Петлюри С. - вул. Кульчицької О.,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.819504,23.980966,0
2024-03-08,8:54:00 AM,п'ятниця,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",1б,,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.86932598073427,24.02420818704741,4
